,molecule,Timeframe,rho,delta3D,sigma3D,sigmaAvg3D,W3D,WA3D,gfactor,Wlike3D,RI3D,GR3D,GD3D,PJI3D,BJI3D,M13D,M23D,MTI3D,MTId3D,H3D,XuI13D,XuI23D,chiR3D,chi03D,chi13D,chi23D,chi33D,X03D,X13D,GMTI
4004,5,0,0.10000088345599463,15.535317163925448,82.45815045620871,13.743025076034785,41.22907522810436,2.748605015206957,1.1779735779458387,416.88380418160284,82.45815045620871,2.8966547947589323,4.640720310469051,0.602096431672061,1.979608022764585,28.191146198908143,91.80119056879082,159.70235246348653,128.49502508699942,6.366340681445884,6.318906417791034,6.311415498333947,1.1117751052274405,4.018496673372928,1.7921095581539785,5.360540859509166,0.360684959378576,2.802545363931932,1.176907025569736,97.18952250157653
4005,5,1,0.13907397266676433,15.417007301514793,78.36519799457734,13.060866332429557,39.18259899728867,2.6121732664859114,1.119502828493962,328.9948455827701,78.36519799457734,2.5671735430235527,4.418695056235509,0.7212295866181608,2.0737411688225436,28.439802984545942,93.28816112489199,153.3969582324636,122.61510170983495,6.561861457843746,6.200850405421343,6.202391577196463,1.1682780381001363,4.016951482377465,1.7958881283168537,5.360980434828346,0.36367845375887686,2.7906605901544554,1.1672874586635436,93.18423973253861
4006,5,2,0.16456724817552218,15.132216712986036,78.86758419770032,13.144597366283387,39.43379209885016,2.6289194732566776,1.1266797742528618,357.6908665079529,78.86758419770032,2.5285029187248473,4.667051806012025,0.845776712951422,2.0716344678593144,28.441749833200276,93.31168614818007,153.16567234990623,122.9533936514101,6.609646083888572,6.214050218110187,6.218701515858265,1.1635579820763156,4.046242106515803,1.8283331221393357,5.496175512706808,0.3803849154633141,2.7905444858602024,1.1669796157387546,93.02917622820506
4007,5,3,0.10742743399825107,15.327152878436923,77.50671177870521,12.917785296450868,38.753355889352605,2.5835570592901735,1.1072387396957888,321.1457648875413,77.50671177870521,2.6684562953138373,4.575282614221787,0.7145803070698924,2.0852265366086877,28.483995831928496,93.3730791291455,152.40992284796047,121.75416912954107,6.614614314971629,6.178237794421858,6.177427148306191,1.1795377864419376,4.039554441010486,1.808067943780784,5.419514889785044,0.36652244970762826,2.7891924797378778,1.1668900622144585,92.91630478708295
4008,5,4,0.0488794092996698,15.59298123334869,78.60605261212112,13.101008768686853,39.30302630606056,2.6202017537373705,1.1229436087445874,333.9842220161149,78.60605261212112,2.6936930040374096,4.572919198936298,0.697639334579788,2.0579041895080143,28.41668131313253,93.08628169804547,154.57453918263465,123.34725700092957,6.514637323264192,6.209914928288697,6.2079801999027335,1.162799995975649,4.000574269819711,1.7785913362969912,5.291172955472514,0.35665306906089816,2.7919593511033742,1.1687683822322945,93.97095883701041
4009,5,5,0.03934342396722329,15.591909440176021,78.17393726662222,13.028989544437037,39.08696863331111,2.6057979088874075,1.1167705323803174,327.8172140969787,78.17393726662222,2.761859156437914,4.6312199256783275,0.6768486962425002,2.074311495416197,28.44190186286943,93.32659659356037,153.53925980891145,122.4716241924729,6.535468249423638,6.195654163582814,6.199569001743808,1.1706002165891616,3.989912609013154,1.7739385789507547,5.251688607020946,0.3552138869468407,2.7905309320912126,1.167200386049909,93.11242078957454
4010,5,6,0.020659390394269506,15.498943798249591,79.29118578734264,13.215197631223774,39.64559289367132,2.643039526244755,1.1327312255334663,346.8705830593256,79.29118578734264,2.619440589133504,4.400221471698927,0.6798325146036219,2.0534260451180537,28.392535426090745,93.12964941109813,154.88374043285427,123.82621617003497,6.510834325513386,6.225845480840133,6.224777784397345,1.1552758073458227,4.0079609229922815,1.790694231146861,5.353033051792286,0.36364205913893033,2.792509614861939,1.1683382857168942,93.91804290218339
4011,5,7,0.019981718166250485,15.462362895866576,79.39170507121007,13.231950845201679,39.695852535605034,2.6463901690403357,1.134167215303001,354.51801765107285,79.39170507121007,2.6898064986165844,4.559431214526657,0.6950777748777297,2.055776742495723,28.409560891925707,93.09808015686204,154.6832895089697,123.87494150898335,6.522378823169378,6.231363594516106,6.237789565158971,1.1552742677546424,4.005374987763829,1.7882205528450181,5.340223297715995,0.36186063968731347,2.7920981422891975,1.1682334131341685,93.82891089557818
4012,5,8,0.01598455922548044,15.795202101584035,80.83774563900323,13.472957606500538,40.418872819501615,2.6945915213001075,1.1548249377000461,401.06048007911903,80.83774563900323,2.6549041413956957,4.99570675680632,0.8816900689228098,1.99835690455135,28.310323731910394,92.10668020644229,158.66031884842835,127.10587595170865,6.393958723302807,6.285186469411482,6.287246058095878,1.132270904119947,3.970487916677221,1.7524420120949504,5.165874380970109,0.346511523853963,2.7983080774097657,1.175138175804039,96.81250018186844
4013,5,9,0.013921760581753045,15.551875666080178,83.14102631156155,13.85683771859359,41.57051315578077,2.771367543718718,1.1877289473080221,492.6604001017042,83.14102631156155,2.672877475680427,5.093048301361374,0.905455206121953,1.966200620165277,28.273189889510668,91.92209991242558,160.79362181209467,129.68718342059458,6.384415644002143,6.350115277302991,6.350132340528023,1.106470250339047,4.004782506680375,1.7811638797067384,5.295831691817878,0.3575262965624829,2.7999909115095316,1.1759883849094028,98.14818218876914
